source,target,relation,effect,claim_id
in-plane disorder,atomic displacement parameters,STATE_UNDER_CONDITION,,N/A
La2O2Bi2Pb2S6,insulating transport properties,EXHIBITS_STATE,,N/A
La2O2Bi2Pb2S6,concentration of mobile carriers,HAS_PROPERTY,,N/A
La2O2Bi2Pb2S6,carrier localization,EXHIBITS_STATE,,N/A
La2O2Bi2Pb2S6,local disorder,EXHIBITS_STATE,,N/A
11.5 K,superconductor,STATE_UNDER_CONDITION,,N/A
11.5 K,11.5 K,HAS_CONDITION_VALUE,,N/A
11.5 K,Tconset,HAS_PROPERTY_VALUE,,N/A
x = 0.5,0.5,HAS_CONDITION_VALUE,,N/A
x = 0.5,0.55,HAS_CONDITION_VALUE,,N/A
x = 0.5,Tc onset,PROPERTY_UNDER_CONDITION,,N/A
x = 0.5,Fermi surface,STATE_UNDER_CONDITION,,N/A
0.5,y = 0.5,HAS_CONDITION_VALUE,,N/A
size,500 μm,HAS_PROPERTY_VALUE,,N/A
size,PrOBiS2,HAS_PROPERTY,,N/A
size,0.5-1.0 mm,HAS_PROPERTY_VALUE,,N/A
a,3.9672(4) Å,HAS_PROPERTY_VALUE,,N/A
a,a = 4.0644(1) Å,HAS_PROPERTY_VALUE,,N/A
a,a = 4.0771(1) Å,HAS_PROPERTY_VALUE,,N/A
a,4.015(5) Å,HAS_PROPERTY_VALUE,,N/A
a,4.0703(5)Å,HAS_PROPERTY_VALUE,,N/A
c,13.417(6) Å,HAS_PROPERTY_VALUE,,N/A
c,c = 19.412(1) Å,HAS_PROPERTY_VALUE,,N/A
c,20,HAS_PROPERTY_VALUE,,N/A
c,c = 32.4330(6) Å,HAS_PROPERTY_VALUE,,N/A
c,13.362(4) Å,HAS_PROPERTY_VALUE,,N/A
c,13.3902(4)Å,HAS_PROPERTY_VALUE,,N/A
F/(O + F) molar ratio,0.17,HAS_PROPERTY_VALUE,,N/A
0.17,ZT,HAS_PROPERTY_VALUE,,N/A
superconducting anisotropy,upper critical field,STATE_UNDER_CONDITION,,N/A
superconducting anisotropy,effective mass model,DESCRIBES,,N/A
superconducting anisotropy,"La(O,F)BiS2",EXHIBITS_STATE,,N/A
superconducting anisotropy,F-doping,STATE_UNDER_CONDITION,,N/A
superconducting anisotropy,30-60,HAS_PROPERTY_VALUE,,N/A
superconducting anisotropy,RO1-aFaBiS2,EXHIBITS_STATE,,N/A
superconducting anisotropy,40-50,HAS_PROPERTY_VALUE,,N/A
superconducting anisotropy,F-substituted LaOBiS2,EXHIBITS_STATE,,N/A
superconducting anisotropy,NdOBiS2,EXHIBITS_STATE,,N/A
superconducting anisotropy,30-45,HAS_PROPERTY_VALUE,,N/A
superconducting anisotropy,13-21,HAS_PROPERTY_VALUE,,N/A
upper critical field,26,HAS_PROPERTY_VALUE,,N/A
upper critical field,temperature dependence,PROPERTY_UNDER_CONDITION,,N/A
upper critical field,8 T,HAS_PROPERTY_VALUE,,N/A
upper critical field,high magnetic field,PROPERTY_UNDER_CONDITION,,N/A
upper critical field,Se doped,STATE_UNDER_CONDITION,,N/A
effective mass model,10,HAS_PROPERTY_VALUE,,N/A
10,Gamma,PROPERTY_UNDER_CONDITION,,N/A
metallic to semi-metallic state,ab initio calculations,DESCRIBES,,N/A
metallic to semi-metallic state,P-dependent structural data,DESCRIBES,,N/A
ab initio calculations,kinetic energy part,DESCRIBES,,N/A
two-dimensionality,layered superconducting systems,EXHIBITS_STATE,,N/A
superconducting performance,enhancement of two-dimensionality,PROPERTY_UNDER_CONDITION,,N/A
two-fold symmetry,nematic states,STATE_UNDER_CONDITION,,N/A
ab-plane,tetragonal square plane,STATE_UNDER_CONDITION,,N/A
ab-plane,"R(O,F)BiS2 (R: La, Ce, Pr, Nd) single crystals",HAS_PROPERTY,,N/A
ab-plane,high magnetic field,HAS_CONDITION_VALUE,,N/A
ab-plane,c-axis transport measurements,EXPERIMENT_CONDITIONS,,N/A
ab-plane,RO1-aFaBiS2,HAS_PROPERTY,,N/A
ab-plane,plate-like shape,STATE_UNDER_CONDITION,,N/A
ab-plane,PrOBiS2,HAS_PROPERTY,,N/A
tetragonal square plane,four-fold symmetry,HAS_PROPERTY,,N/A
La2O2Bi3Ag1-xSnxS6,resistivity anomaly,EXHIBITS_STATE,,N/A
resistivity anomaly,Sn substitution for the Ag site,STATE_UNDER_CONDITION,,N/A
Sn substitution for the Ag site,180 K,HAS_CONDITION_VALUE,,N/A
180 K,T *≈180 K,HAS_CONDITION_VALUE,,N/A
20,low-Tc phase,HAS_PROPERTY_VALUE,,N/A
BiCh2-based compound,insulating,EXHIBITS_STATE,,N/A
BiCh2-based compound,conduction band,HAS_PROPERTY,,N/A
BiCh2-based compound,metallic characteristics,EXHIBITS_STATE,,N/A
BiCh2-based compound,metallic transport,EXHIBITS_STATE,,N/A
insulating,La,EXHIBITS_STATE,,N/A
insulating,EuF,EXHIBITS_STATE,,N/A
La,lattice parameters,HAS_PROPERTY,,N/A
conduction band,p orbitals,HAS_PROPERTY,,N/A
conduction band,one dimensional nature,EXHIBITS_STATE,,N/A
conduction band,Fermi level,PROPERTY_UNDER_CONDITION,,N/A
metallic characteristics,electron doping,STATE_UNDER_CONDITION,,N/A
metallic characteristics,LaOBiS2-xSex,EXHIBITS_STATE,,N/A
electron doping,metallic transport,STATE_UNDER_CONDITION,,N/A
electron doping,one-dimensional charge density wave (CDW),STATE_UNDER_CONDITION,,N/A
electron doping,mixed-valence Ce ions,EXPERIMENT_CONDITIONS,,N/A
electron doping,Ce3+/Ce4+,HAS_PROPERTY,,N/A
electron doping,superconductivity,EXPERIMENT_CONDITIONS,,N/A
electron doping,mixed valence,PROPERTY_UNDER_CONDITION,,N/A
electron doping,layered bismuth-chalcogenides,EXPERIMENT_CONDITIONS,,N/A
DSmix,Increasing,PROPERTY_UNDER_CONDITION,,N/A
DSmix,increase,PROPERTY_UNDER_CONDITION,,N/A
Bi-S bond lengths,Increasing,PROPERTY_UNDER_CONDITION,,N/A
Bi-S bond lengths,La1-ySmyO0.5F0.5BiS2,HAS_PROPERTY,,N/A
Bi-S bond lengths,doping level,PROPERTY_UNDER_CONDITION,,N/A
bond angles,Increasing,PROPERTY_UNDER_CONDITION,,N/A
increase,Ce content x,HAS_CONDITION_VALUE,,N/A
La2O2Bi3AgS6,space group P4/nmm,HAS_PROPERTY,,N/A
La2O2Bi3AgS6,crystal structure,EXHIBITS_STATE,,N/A
La2O2Bi3AgS6,Rietveld refinement,SYNTHESIZES,,N/A
La2O2Bi3AgS6,electronic states,HAS_PROPERTY,,N/A
space group P4/nmm,"R(O,F)BiS2 (R: La, Ce, Pr, Nd) single crystals",HAS_PROPERTY,,N/A
space group P4/nmm,crystal structure,STATE_UNDER_CONDITION,,N/A
space group P4/nmm,a = 4.1110(2) Å,HAS_PROPERTY_VALUE,,N/A
space group P4/nmm,c = 13.6010(7) Å,HAS_PROPERTY_VALUE,,N/A
crystal structure,LaOBiS2-type,STATE_UNDER_CONDITION,,N/A
crystal structure,rock-salt-type,STATE_UNDER_CONDITION,,N/A
crystal structure,orientation,PROPERTY_UNDER_CONDITION,,N/A
T *≈180 K,CDW transition,STATE_UNDER_CONDITION,,N/A
Resistivity measurements,Metallic conductivity,MEASURES,,N/A
Resistivity measurements,x > 0.3,EXPERIMENT_CONDITIONS,,N/A
Resistivity measurements,Tconset,MEASURES,,N/A
Resistivity measurements,Tc onset,MEASURES,,N/A
Resistivity measurements,Tc (ρ = 0),MEASURES,,N/A
Resistivity measurements,applied magnetic field,EXPERIMENT_CONDITIONS,,N/A
Resistivity measurements,semiconducting behavior,MEASURES,,N/A
Resistivity measurements,increasing pressure,EXPERIMENT_CONDITIONS,,N/A
La0.80Ti0.20OBiS_2,semiconductor-like behavior,EXHIBITS_STATE,,N/A
~1 GPa,~1 GPa,HAS_CONDITION_VALUE,,N/A
semiconductor-like behavior,Pressure above 1.3 GPa,STATE_UNDER_CONDITION,,N/A
semiconductor-like behavior,Bi4-xAgxO4S3,EXHIBITS_STATE,,N/A
semiconductor-like behavior,x>0.10,STATE_UNDER_CONDITION,,N/A
in-plane Bi-S1 distance,RE,PROPERTY_UNDER_CONDITION,,N/A
RE,"La, Ce, Pr, and Nd",HAS_CONDITION_VALUE,,N/A
RE3+,Decrease of RE3+ ionic radius,HAS_CONDITION_VALUE,,N/A
BiCh2-based superconductors,one-dimensional vibration,EXHIBITS_STATE,,N/A
one-dimensional vibration,c axis,PROPERTY_UNDER_CONDITION,,N/A
c axis,lattice shrinkage,PROPERTY_UNDER_CONDITION,,N/A
c axis,uniaxial lattice contraction,STATE_UNDER_CONDITION,,N/A
c axis,weak coupling,PROPERTY_UNDER_CONDITION,,N/A
c axis,c axis,HAS_PROPERTY_VALUE,,N/A
c axis,RO1-aFaBiS2,HAS_PROPERTY,,N/A
c axis,current-voltage curve,EXPERIMENT_CONDITIONS,,N/A
c axis,Eu3Bi2S4F4,HAS_PROPERTY,,N/A
c axis,NdO0.5F0.5Bi(S1-xSex)2,HAS_PROPERTY,,N/A
c axis,Ce1-xNdxO1-yFyBiS2,HAS_PROPERTY,,N/A
c axis,uniaxial strain,PROPERTY_UNDER_CONDITION,,N/A
c axis,strain,PROPERTY_UNDER_CONDITION,,N/A
c axis,High pressure annealing,PROPERTY_UNDER_CONDITION,,N/A
c axis,Nd1-xCexOBiS2,HAS_PROPERTY,,N/A
c axis,mixed valency,PROPERTY_UNDER_CONDITION,,N/A
c axis,F-doping,PROPERTY_UNDER_CONDITION,,N/A
Rietveld refinement,NdO1-xFxBiS2,SYNTHESIZES,,N/A
Rietveld refinement,F-doping,EXPERIMENT_CONDITIONS,,N/A
Rietveld refinement,lattice parameters,MEASURES,,N/A
electronic states,LaOBiS2,HAS_PROPERTY,,N/A
electronic states,LaOBiPbS3,HAS_PROPERTY,,N/A
electronic states,metallic,EXHIBITS_STATE,,N/A
LaOBiS2,phonon instability,EXHIBITS_STATE,,N/A
LaOBiS2,Bi-S distortion,EXHIBITS_STATE,,N/A
LaOBiS2,energy difference between the polytypes,HAS_PROPERTY,,N/A
LaOBiS2,in-plane distortion,EXHIBITS_STATE,,N/A
LaOBiS2,phase transition,EXHIBITS_STATE,,N/A
LaOBiS2,ground state structures,EXHIBITS_STATE,,N/A
LaOBiS2,REO0.5F0.5BiS2-type series,PROPERTY_UNDER_CONDITION,,N/A
LaOBiS2,S,HAS_PROPERTY,,N/A
LaOBiS2,RH,HAS_PROPERTY,,N/A
LaOBiS2,10 times larger,EXHIBITS_STATE,,N/A
LaOBiS2,anharmonic ferroelectric soft phonons,EXHIBITS_STATE,,N/A
LaOBiS2,polarization,HAS_PROPERTY,,N/A
LaOBiS2,one-dimensional charge density wave (CDW),EXHIBITS_STATE,,N/A
LaOBiS2,anharmonic ferroelectric mode,EXHIBITS_STATE,,N/A
LaOBiS2,lattice parameters,HAS_PROPERTY,,N/A
LaOBiS2,soft phonons,HAS_PROPERTY,,N/A
LaOBiS2,ground state structure,HAS_PROPERTY,,N/A
LaOBiS2,Changing spacer oxide,EXPERIMENT_CONDITIONS,,N/A
LaOBiS2,First principle calculations,DESCRIBES,,N/A
LaOBiS2,thermal conductivity,HAS_PROPERTY,,N/A
LaOBiS2,semiconducting behavior,EXHIBITS_STATE,,N/A
LaOBiS2,power factor,HAS_PROPERTY,,N/A
LaOBiPbS3,Neutron diffraction,DESCRIBES,,N/A
LaOBiPbS3,sulfur atoms,HAS_PROPERTY,,N/A
LaOBiPbS3,Bi,HAS_PROPERTY,,N/A
LaOBiPbS3,Pb,HAS_PROPERTY,,N/A
LaOBiPbS3,Structural refinements,SYNTHESIZES,,N/A
LaOBiPbS3,metal site,HAS_PROPERTY,,N/A
LaOBiPbS3,site selectivity of Bi and Pb,EXHIBITS_STATE,,N/A
LaOBiPbS3,rock-salt-type Pb-rich sulfide layers,HAS_PROPERTY,,N/A
LaOBiPbS3,LaOBiS2-type Bi-rich layers,HAS_PROPERTY,,N/A
metallic,Eu0.5La0.5FBiS2-xSex,EXHIBITS_STATE,,N/A
metallic,LaOBiSSe,EXHIBITS_STATE,,N/A
"LaO0.6F0.4Bi(S,Se)2",αSe,HAS_PROPERTY,,N/A
"LaO0.6F0.4Bi(S,Se)2",Pairing,EXHIBITS_STATE,,N/A
Pairing,phonons,PROPERTY_UNDER_CONDITION,,N/A
BiCh2,LaOBiSSe,EXHIBITS_STATE,,N/A
BiCh2,Uiso,HAS_PROPERTY_VALUE,,N/A
Neutron diffraction,site selectivity of Bi and Pb,DESCRIBES,,N/A
metal site,trivalent,PROPERTY_UNDER_CONDITION,,N/A
metal site,divalent,PROPERTY_UNDER_CONDITION,,N/A
trivalent,Ce ions,EXHIBITS_STATE,,N/A
(LaOBiS2)(PbS) system,S bands,HAS_PROPERTY,,N/A
(LaOBiS2)(PbS) system,Bi bands,HAS_PROPERTY,,N/A
S bands,Fermi energy,PROPERTY_UNDER_CONDITION,,N/A
Bi bands,Fermi energy,PROPERTY_UNDER_CONDITION,,N/A
Band calculations,Hybridization of S bands and Bi bands at Fermi energy,DESCRIBES,,N/A
rock-salt type sulfide (chalcogenide) layers,electronic structure,EXHIBITS_STATE,,N/A
electronic structure,BiS2-based layered structures,EXHIBITS_STATE,,N/A
Eu0.5Ce0.5FBiS2-xSex,Metallic conductivity,EXHIBITS_STATE,,N/A
Eu0.5La0.5FBiS2-xSex,doping of electron carriers to the BiS2 layer,EXHIBITS_STATE,,N/A
Eu0.5La0.5FBiS2-xSex,in-plane chemical pressure,EXHIBITS_STATE,,N/A
Eu0.5La0.5FBiS2-xSex,semiconducting,EXHIBITS_STATE,,N/A
Eu0.5La0.5FBiS2-xSex,enhanced metallicity,EXHIBITS_STATE,,N/A
Metallic conductivity,Eu3Bi2S4F4,EXHIBITS_STATE,,N/A
Metallic conductivity,NdO0.5F0.5Bi(S1-xSex)2,EXHIBITS_STATE,,N/A
Metallic conductivity,x > 0.3,STATE_UNDER_CONDITION,,N/A
Metallic conductivity,La1-xCexOBiSSe,EXHIBITS_STATE,,N/A
Metallic conductivity,x>0.10,STATE_UNDER_CONDITION,,N/A
3.5 K,jump,HAS_PROPERTY_VALUE,,N/A
F-doping,mean valence,PROPERTY_UNDER_CONDITION,,N/A
F-doping,superconductivity enhancement,STATE_UNDER_CONDITION,,N/A
F-doping,Wigner crystal of Cooper pairs,STATE_UNDER_CONDITION,,N/A
F-doping,x=0.5,HAS_CONDITION_VALUE,,N/A
F-doping,quantum melts,STATE_UNDER_CONDITION,,N/A
F-doping,resonating valence bond states,STATE_UNDER_CONDITION,,N/A
F-doping,lattice parameters,PROPERTY_UNDER_CONDITION,,N/A
F-doping,band insulator,STATE_UNDER_CONDITION,,N/A
F-doping,band metal,STATE_UNDER_CONDITION,,N/A
F-doping,LaO(F) redox layer,STATE_UNDER_CONDITION,,N/A
F-doping,superconducting BiS2 layers,STATE_UNDER_CONDITION,,N/A
F-doping,electron carriers,STATE_UNDER_CONDITION,,N/A
F-doping,lattice shrinkage,STATE_UNDER_CONDITION,,N/A
F-doping,Fermi surface,STATE_UNDER_CONDITION,,N/A
F-doping,x=0.2,HAS_CONDITION_VALUE,,N/A
F-doping,"x = 0, 0.03, 0.09 and 0.15",HAS_CONDITION_VALUE,,N/A
CsCl flux method,Nd1-xCexOBiS2,SYNTHESIZES,,N/A
atomic displacement parameters,LaOBiSSe,HAS_PROPERTY,,N/A
atomic displacement parameters,Uiso,HAS_PROPERTY_VALUE,,N/A
metallic conductivity,LaOBiS2-xSex,HAS_PROPERTY,,N/A
x=0.5,x=0.5,HAS_CONDITION_VALUE,,N/A
x=0.5,doping level,HAS_CONDITION_VALUE,,N/A
x = 0.1,x = 0.1,HAS_CONDITION_VALUE,,N/A
EuFBiS2,valence of Eu ions,HAS_PROPERTY,,N/A
EuFBiS2,superconductivity enhancement,EXHIBITS_STATE,,N/A
EuFBiS2,Bi-S1 distance,HAS_PROPERTY,,N/A
EuFBiS2,in-plane Bi-S1 bond,HAS_PROPERTY,,N/A
EuFBiS2,metal-insulator transition,EXHIBITS_STATE,,N/A
EuFBiS2,pressure-induced superconductivity,EXHIBITS_STATE,,N/A
EuFBiS2,semiconducting behavior,EXHIBITS_STATE,,N/A
0.13 K,CSe,HAS_CONDITION_VALUE,,N/A
0.13 K,measurement temperatures,HAS_CONDITION_VALUE,,N/A
valence of Eu ions,+2.16(1),HAS_PROPERTY_VALUE,,N/A
mean valence,+2.05(1),HAS_PROPERTY_VALUE,,N/A
Ce ions,mixed valence,HAS_PROPERTY,,N/A
Bi-S1 distance,configurational disorder,EXHIBITS_STATE,,N/A
in-plane Bi-S1 bond,higher in-plane chemical pressure,PROPERTY_UNDER_CONDITION,,N/A
"x = 0.6, 0.8, and 1",0.8,HAS_CONDITION_VALUE,,N/A
"x = 0.6, 0.8, and 1",1,HAS_CONDITION_VALUE,,N/A
0.8,x = 0.8,HAS_CONDITION_VALUE,,N/A
0.8,z = 0.8,HAS_CONDITION_VALUE,,N/A
0.8,electron-phonon coupling constant,HAS_PROPERTY_VALUE,,N/A
0.8,y = 0.8,HAS_CONDITION_VALUE,,N/A
3.8 K,superconducting critical temperature,HAS_PROPERTY_VALUE,,N/A
semiconducting,normal state,STATE_UNDER_CONDITION,,N/A
semiconducting,SrFBiS2,EXHIBITS_STATE,,N/A
solid-state reaction,NdO1-xFxBiS2,SYNTHESIZES,,N/A
solid-state reaction,LaOBiSSe,SYNTHESIZES,,N/A
solid-state reaction,Bi4O4S3-xSex,SYNTHESIZES,,N/A
diamagnetic signal,susceptibility ?(T) measurements,MEASURES,,N/A
crossover from metallic to insulating behavior,high magnetic field,STATE_UNDER_CONDITION,,N/A
high magnetic field,thermal conductivity,PROPERTY_UNDER_CONDITION,,N/A
high magnetic field,lock-in state,STATE_UNDER_CONDITION,,N/A
high magnetic field,c-axis transport measurements,EXPERIMENT_CONDITIONS,,N/A
high magnetic field,ρ=0,HAS_CONDITION_VALUE,,N/A
high magnetic field,"ρ(T,H)",EXPERIMENT_CONDITIONS,,N/A
high magnetic field,2T (Tesla),HAS_CONDITION_VALUE,,N/A
high magnetic field,1 T,HAS_CONDITION_VALUE,,N/A
high magnetic field,weak insulating behavior,STATE_UNDER_CONDITION,,N/A
2.5GPa,pressures exceeding 1.68GPa,HAS_CONDITION_VALUE,,N/A
1112 systems,doped,EXHIBITS_STATE,,N/A
1112 systems,Bi-Ch1 plane,HAS_PROPERTY,,N/A
doped,fluorine substitution,PROPERTY_UNDER_CONDITION,,N/A
doped,S,PROPERTY_UNDER_CONDITION,,N/A
doped,RH,PROPERTY_UNDER_CONDITION,,N/A
doped,semiconducting behavior,EXPERIMENT_CONDITIONS,,N/A
Bi-Ch1 plane,p orbitals,EXHIBITS_STATE,,N/A
Bi-Ch1 plane,atomic vibrations,EXHIBITS_STATE,,N/A
fluorine substitution,oxygen,STATE_UNDER_CONDITION,,N/A
fluorine substitution,electrons,PROPERTY_UNDER_CONDITION,,N/A
one dimensional nature,Fermi surface,EXHIBITS_STATE,,N/A
one dimensional nature,vertical directions,STATE_UNDER_CONDITION,,N/A
one dimensional nature,spin susceptibility,PROPERTY_UNDER_CONDITION,,N/A
Fermi surface,ARPES,DESCRIBES,,N/A
Fermi surface,"Ln(O, F)BiS2",EXHIBITS_STATE,,N/A
Fermi surface,"X (π, 0)",EXHIBITS_STATE,,N/A
Fermi surface,2.4%,HAS_PROPERTY_VALUE,,N/A
Fermi surface,1.1%,HAS_PROPERTY_VALUE,,N/A
Fermi surface,Two-orbital model for BiS2-based superconductors,EXHIBITS_STATE,,N/A
Fermi surface,electron densities,STATE_UNDER_CONDITION,,N/A
Fermi surface,Fermi surface instability,PROPERTY_UNDER_CONDITION,,N/A
Fermi surface,2D-like topology,EXHIBITS_STATE,,N/A
Fermi surface,cylinders,EXHIBITS_STATE,,N/A
Fermi surface,electron-like sheets,HAS_PROPERTY,,N/A
Fermi surface,x ~ 0.4,STATE_UNDER_CONDITION,,N/A
Fermi surface,Se doped,STATE_UNDER_CONDITION,,N/A
tetragonal lattice structure,soft phonon modes,EXHIBITS_STATE,,N/A
phonon dispersion,"(q, q, 0) line",PROPERTY_UNDER_CONDITION,,N/A
ARPES,electron correlation,DESCRIBES,,N/A
ARPES,one-dimensional character,DESCRIBES,,N/A
LaOBiS2-xSex,Ch1 site,HAS_PROPERTY,,N/A
LaOBiS2-xSex,buckling of the Bi-Ch1 plane,EXHIBITS_STATE,,N/A
LaOBiS2-xSex,thermoelectric power factor,HAS_PROPERTY,,N/A
LaOBiS2-xSex,power factor,HAS_PROPERTY,,N/A
LaOBiS2-xSex,electrical conductivity,HAS_PROPERTY,,N/A
LaOBiS2-xSex,thermal conductivity,HAS_PROPERTY,,N/A
power factor,LaOBiSSe,HAS_PROPERTY,,N/A
power factor,pressing direction (P1),PROPERTY_UNDER_CONDITION,,N/A
power factor,higher,HAS_PROPERTY_VALUE,,N/A
power factor,LaOBiS1.2Se0.8,HAS_PROPERTY,,N/A
power factor,4.5 μW/cmK2,HAS_PROPERTY_VALUE,,N/A
power factor,470 deg. C,PROPERTY_UNDER_CONDITION,,N/A
power factor,1.9 µW/cmK2,HAS_PROPERTY_VALUE,,N/A
power factor,480 ºC,PROPERTY_UNDER_CONDITION,,N/A
LaOBiSSe,Uiso,HAS_PROPERTY,,N/A
LaOBiSSe,atomic displacement,EXHIBITS_STATE,,N/A
LaOBiSSe,Bi vibration,EXHIBITS_STATE,,N/A
LaOBiSSe,low thermal conductivity,EXHIBITS_STATE,,N/A
LaOBiSSe,weakly oriented,EXHIBITS_STATE,,N/A
LaOBiSSe,thermal conductivity,HAS_PROPERTY,,N/A
LaOBiSSe,k,HAS_PROPERTY,,N/A
LaOBiSSe,ZT,HAS_PROPERTY,,N/A
LaOBiSSe,lattice parameters,HAS_PROPERTY,,N/A
LaOBiSSe,semiconducting behavior,EXHIBITS_STATE,,N/A
LaOBiSSe,electron carriers,EXHIBITS_STATE,,N/A
LaOBiSSe,lattice shrinkage,EXHIBITS_STATE,,N/A
Uiso,temperature,PROPERTY_UNDER_CONDITION,,N/A
temperature,atomic vibrations,STATE_UNDER_CONDITION,,N/A
temperature,temperature-dependent hump,STATE_UNDER_CONDITION,,N/A
temperature,temperature dependence,STATE_UNDER_CONDITION,,N/A
temperature,1 K to 300 K,HAS_CONDITION_VALUE,,N/A
temperature,Electrical resistivity measurements,EXPERIMENT_CONDITIONS,,N/A
temperature,270 K,HAS_CONDITION_VALUE,,N/A
temperature,ferromagnetic signal,STATE_UNDER_CONDITION,,N/A
temperature,4K,HAS_CONDITION_VALUE,,N/A
temperature,gapped feature,STATE_UNDER_CONDITION,,N/A
atomic vibrations,BiS2 layers,EXHIBITS_STATE,,N/A
atomic vibrations,rattling atoms in a cage structure,SIMILAR_TO,,N/A
atomic displacement,300 K,STATE_UNDER_CONDITION,,N/A
atomic displacement,c-axis direction,HAS_PROPERTY,,N/A
atomic displacement,Bi atoms,EXHIBITS_STATE,,N/A
300 K,temperature range,HAS_CONDITION_VALUE,,N/A
c-axis direction,Bi vibration,STATE_UNDER_CONDITION,,N/A
HfNCl,superconductor,EXHIBITS_STATE,,N/A
superconductor,WO_3,EXHIBITS_STATE,,N/A
superconductor,diamond,EXHIBITS_STATE,,N/A
superconductor,Bi_2Se_3,EXHIBITS_STATE,,N/A
superconductor,bis2 families,EXHIBITS_STATE,,N/A
superconductor,STO/LAO interface,EXHIBITS_STATE,,N/A
superconductor,gate doped SrTiO_3,EXHIBITS_STATE,,N/A
superconductor,MoS_2,EXHIBITS_STATE,,N/A
superconductor,high Tc,STATE_UNDER_CONDITION,,N/A
superconductor,"Bi2(O, F)S2",EXHIBITS_STATE,,N/A
superconductor,fluorine content,STATE_UNDER_CONDITION,,N/A
superconductor,sharp transitions,STATE_UNDER_CONDITION,,N/A
superconductor,Eu3Bi2S4F4,EXHIBITS_STATE,,N/A
superconductor,ferroelectric,STATE_UNDER_CONDITION,,N/A
bis2 families,RVB states,EXHIBITS_STATE,,N/A
\laofh,V,HAS_PROPERTY,,N/A
\laofh,t',HAS_PROPERTY,,N/A
V,2.1 eV,HAS_PROPERTY_VALUE,,N/A
2.1 eV,plasma frequency,HAS_PROPERTY_VALUE,,N/A
t',0.88 eV,HAS_PROPERTY_VALUE,,N/A
Wigner crystal of Cooper pairs,quantum melts,STATE_UNDER_CONDITION,,N/A
manybody states,Coulomb forces,STATE_UNDER_CONDITION,,N/A
Coulomb forces,competing orders,STATE_UNDER_CONDITION,,N/A
2d Bose metal,vortex liquid normal state,EXHIBITS_STATE,,N/A
vortex liquid normal state,charge -2e valence bonds,EXHIBITS_STATE,,N/A
band insulator,dilute fermi sea,EXHIBITS_STATE,,N/A
band insulator,Bi6O8S5,EXHIBITS_STATE,,N/A
dilute fermi sea,diagonal valence bonds,EXHIBITS_STATE,,N/A
dilute fermi sea,charge -2e Cooper pairs,EXHIBITS_STATE,,N/A
2d Kosterlitz-Thouless superconductivity,isotropic,EXHIBITS_STATE,,N/A
Wigner crystal,Topological defects,EXHIBITS_STATE,,N/A
NdO0.71F0.29BiS2,κ,HAS_PROPERTY,,N/A
NdO0.71F0.29BiS2,thermal conductivity,HAS_PROPERTY,,N/A
NdO0.71F0.29BiS2,vortex state,EXHIBITS_STATE,,N/A
NdO0.71F0.29BiS2,κ/T,HAS_PROPERTY,,N/A
NdO0.71F0.29BiS2,electron correlation effect,HAS_PROPERTY,,N/A
NdO0.71F0.29BiS2,Electron-phonon coupling,EXHIBITS_STATE,,N/A
κ,T → 0,PROPERTY_UNDER_CONDITION,,N/A
κ_{0}/T,small residual linear term,HAS_PROPERTY_VALUE,,N/A
thermal conductivity,orientation,PROPERTY_UNDER_CONDITION,,N/A
thermal conductivity,k,HAS_PROPERTY,,N/A
thermal conductivity,1.5 W/Km,HAS_PROPERTY_VALUE,,N/A
thermal conductivity,Thermoelectric effects,HAS_PROPERTY,,N/A
thermal conductivity,SrFBiS2,HAS_PROPERTY,,N/A
thermal conductivity,small,HAS_PROPERTY_VALUE,,N/A
thermal conductivity,Thermal transport measurement,MEASURES,,N/A
thermal conductivity,partial substitution of S by Se,PROPERTY_UNDER_CONDITION,,N/A
thermal conductivity,increasing Se concentration,PROPERTY_UNDER_CONDITION,,N/A
electron correlation effect,not strong,PROPERTY_UNDER_CONDITION,,N/A
not strong,Electron-phonon coupling,PROPERTY_UNDER_CONDITION,,N/A
polytypes,Bi-S distortion,STATE_UNDER_CONDITION,,N/A
polytypes,stacking patterns,EXHIBITS_STATE,,N/A
polytypes,phase transition,EXHIBITS_STATE,,N/A
energy difference between the polytypes,~1 meV/u.c.,HAS_PROPERTY_VALUE,,N/A
phase transition,high-symmetry P4/nmm structure,EXHIBITS_STATE,,N/A
CsCl/KCl flux,RO1-aFaBiS2,SYNTHESIZES,,N/A
CsCl/KCl flux,"CeO(Bi, Sb)(S, Se)2",SYNTHESIZES,,N/A
CsCl/KCl flux,CeOBiS2,SYNTHESIZES,,N/A
CsCl/KCl flux,F-substituted LaOBiS2,SYNTHESIZES,,N/A
"R(O,F)BiS2 (R: La, Ce, Pr, Nd) single crystals",1-2 mm-sized,HAS_PROPERTY,,N/A
"R(O,F)BiS2 (R: La, Ce, Pr, Nd) single crystals",plate-like shape,HAS_PROPERTY,,N/A
plate-like shape,PrOBiS2,EXHIBITS_STATE,,N/A
"Ce(O,F)BiS2",anisotropies,HAS_PROPERTY,,N/A
"Ce(O,F)BiS2",magnetic order,EXHIBITS_STATE,,N/A
anisotropies,13-21,HAS_PROPERTY_VALUE,,N/A
lock-in state,c-axis transport measurements,MEASURES,,N/A
lock-in state,Pr1.05O0.82F0.18Bi1.03S2.00,EXHIBITS_STATE,,N/A
